"","row","col","value"
"327","Aegiceras corniculatum (L.) Blanco","Sonneratia caeseolaris (L.) Engl.",73.192453793852
"328","Acrostichum aureum L.","Sonneratia caeseolaris (L.) Engl.",100
"329","Bruguiera cylindrica (L.) Blume","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"330","Bruguiera gymnorrhiza (L.) Savigny","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"331","Bruguiera sexangula (Lour.) Poir.","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"332","Bruguiera parviflora","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"333","Ceriops decandra (Griff) Ding Hou","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"334","Ceriops tagal (Perr. C. B. Roby)","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"335","Kandelia candel Druce","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"336","Rhizophora apiculata Blume","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"337","Rhizophorata mucronata Lamk","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"338","Rhizophora annamalayana Kathiresan","Sonneratia caeseolaris (L.) Engl.",53.0867941392409
"339","Scyphiphora hydrophyllacea C. F. Gaertn","Sonneratia caeseolaris (L.) Engl.",73.192453793852
"340","Brownlowia tersa (L.) Kosterm ","Sonneratia caeseolaris (L.) Engl.",73.192453793852
"341","Acanthus ilicifolius Linnaeus","sonneratia apetala Buch. - Ham",73.192453793852
"342","Avicennia alba Blume","sonneratia apetala Buch. - Ham",73.192453793852
"343","Avicennia marina (Forsk.) Vierh","sonneratia apetala Buch. - Ham",73.192453793852
"344","Avicennia officinalis L.","sonneratia apetala Buch. - Ham",73.192453793852
"345","Nypa fruticans (Thunb.) Wurmb. ","sonneratia apetala Buch. - Ham",73.192453793852
"346","Lumnitzera racemosa Willd.","sonneratia apetala Buch. - Ham",31.434545280429
"347","Exocoecaria agallocha L.","sonneratia apetala Buch. - Ham",53.0867941392409
"348","Cynometra ramiflora L.","sonneratia apetala Buch. - Ham",53.0867941392409
"349","Sonneratia alba J. Smith","sonneratia apetala Buch. - Ham",37.8459475851502
"350","Sonneratia caeseolaris (L.) Engl.","sonneratia apetala Buch. - Ham",17.7402879305392
"351","sonneratia apetala Buch. - Ham","sonneratia apetala Buch. - Ham",0
"352","Sonneratia griffithi Kurz ","sonneratia apetala Buch. - Ham",17.7402879305392
"353","Heritiera globosa Kostermans","sonneratia apetala Buch. - Ham",73.192453793852
"354","Heritiera fomes Buch.-Ham","sonneratia apetala Buch. - Ham",73.192453793852
"355","Heritiera littoralis Dryand","sonneratia apetala Buch. - Ham",73.192453793852
"356","Xylocarpus granatum J. Konig","sonneratia apetala Buch. - Ham",53.0867941392409
"357","Xylocarpus mekongensis Pierre. ","sonneratia apetala Buch. - Ham",53.0867941392409
"358","Xylocarpus moluccensis (Lamk.)","sonneratia apetala Buch. - Ham",53.0867941392409
"359","Phoenix paludosa Roxb.","sonneratia apetala Buch. - Ham",100
"360","Aegialitis rotundifolia Roxb.","sonneratia apetala Buch. - Ham",73.192453793852
"361","Aegiceras corniculatum (L.) Blanco","sonneratia apetala Buch. - Ham",73.192453793852
"362","Acrostichum aureum L.","sonneratia apetala Buch. - Ham",100
"363","Bruguiera cylindrica (L.) Blume","sonneratia apetala Buch. - Ham",53.0867941392409
"364","Bruguiera gymnorrhiza (L.) Savigny","sonneratia apetala Buch. - Ham",53.0867941392409
"365","Bruguiera sexangula (Lour.) Poir.","sonneratia apetala Buch. - Ham",53.0867941392409
"366","Bruguiera parviflora","sonneratia apetala Buch. - Ham",53.0867941392409
"367","Ceriops decandra (Griff) Ding Hou","sonneratia apetala Buch. - Ham",53.0867941392409
"368","Ceriops tagal (Perr. C. B. Roby)","sonneratia apetala Buch. - Ham",53.0867941392409
"369","Kandelia candel Druce","sonneratia apetala Buch. - Ham",53.0867941392409
"370","Rhizophora apiculata Blume","sonneratia apetala Buch. - Ham",53.0867941392409
"371","Rhizophorata mucronata Lamk","sonneratia apetala Buch. - Ham",53.0867941392409
"372","Rhizophora annamalayana Kathiresan","sonneratia apetala Buch. - Ham",53.0867941392409
"373","Scyphiphora hydrophyllacea C. F. Gaertn","sonneratia apetala Buch. - Ham",73.192453793852
"374","Brownlowia tersa (L.) Kosterm ","sonneratia apetala Buch. - Ham",73.192453793852
"375","Acanthus ilicifolius Linnaeus","Sonneratia griffithi Kurz ",73.192453793852
"376","Avicennia alba Blume","Sonneratia griffithi Kurz ",73.192453793852
"377","Avicennia marina (Forsk.) Vierh","Sonneratia griffithi Kurz ",73.192453793852
"378","Avicennia officinalis L.","Sonneratia griffithi Kurz ",73.192453793852
"379","Nypa fruticans (Thunb.) Wurmb. ","Sonneratia griffithi Kurz ",73.192453793852
"380","Lumnitzera racemosa Willd.","Sonneratia griffithi Kurz ",31.434545280429
"381","Exocoecaria agallocha L.","Sonneratia griffithi Kurz ",53.0867941392409
"382","Cynometra ramiflora L.","Sonneratia griffithi Kurz ",53.0867941392409
"383","Sonneratia alba J. Smith","Sonneratia griffithi Kurz ",37.8459475851502
"384","Sonneratia caeseolaris (L.) Engl.","Sonneratia griffithi Kurz ",17.7402879305392
"385","sonneratia apetala Buch. - Ham","Sonneratia griffithi Kurz ",17.7402879305392
"386","Sonneratia griffithi Kurz ","Sonneratia griffithi Kurz ",0
"387","Heritiera globosa Kostermans","Sonneratia griffithi Kurz ",73.192453793852
"388","Heritiera fomes Buch.-Ham","Sonneratia griffithi Kurz ",73.192453793852
"389","Heritiera littoralis Dryand","Sonneratia griffithi Kurz ",73.192453793852
"390","Xylocarpus granatum J. Konig","Sonneratia griffithi Kurz ",53.0867941392409
"391","Xylocarpus mekongensis Pierre. ","Sonneratia griffithi Kurz ",53.0867941392409
"392","Xylocarpus moluccensis (Lamk.)","Sonneratia griffithi Kurz ",53.0867941392409
"393","Phoenix paludosa Roxb.","Sonneratia griffithi Kurz ",100
"394","Aegialitis rotundifolia Roxb.","Sonneratia griffithi Kurz ",73.192453793852
"395","Aegiceras corniculatum (L.) Blanco","Sonneratia griffithi Kurz ",73.192453793852
"396","Acrostichum aureum L.","Sonneratia griffithi Kurz ",100
"397","Bruguiera cylindrica (L.) Blume","Sonneratia griffithi Kurz ",53.0867941392409
"398","Bruguiera gymnorrhiza (L.) Savigny","Sonneratia griffithi Kurz ",53.0867941392409
"399","Bruguiera sexangula (Lour.) Poir.","Sonneratia griffithi Kurz ",53.0867941392409
"400","Bruguiera parviflora","Sonneratia griffithi Kurz ",53.0867941392409
"401","Ceriops decandra (Griff) Ding Hou","Sonneratia griffithi Kurz ",53.0867941392409
"402","Ceriops tagal (Perr. C. B. Roby)","Sonneratia griffithi Kurz ",53.0867941392409
"403","Kandelia candel Druce","Sonneratia griffithi Kurz ",53.0867941392409
"404","Rhizophora apiculata Blume","Sonneratia griffithi Kurz ",53.0867941392409
"405","Rhizophorata mucronata Lamk","Sonneratia griffithi Kurz ",53.0867941392409
"406","Rhizophora annamalayana Kathiresan","Sonneratia griffithi Kurz ",53.0867941392409
"407","Scyphiphora hydrophyllacea C. F. Gaertn","Sonneratia griffithi Kurz ",73.192453793852
"408","Brownlowia tersa (L.) Kosterm ","Sonneratia griffithi Kurz ",73.192453793852
"409","Acanthus ilicifolius Linnaeus","Heritiera globosa Kostermans",73.192453793852
"410","Avicennia alba Blume","Heritiera globosa Kostermans",73.192453793852
"411","Avicennia marina (Forsk.) Vierh","Heritiera globosa Kostermans",73.192453793852
"412","Avicennia officinalis L.","Heritiera globosa Kostermans",73.192453793852
"413","Nypa fruticans (Thunb.) Wurmb. ","Heritiera globosa Kostermans",73.192453793852
"414","Lumnitzera racemosa Willd.","Heritiera globosa Kostermans",73.192453793852
"415","Exocoecaria agallocha L.","Heritiera globosa Kostermans",73.192453793852
"416","Cynometra ramiflora L.","Heritiera globosa Kostermans",73.192453793852
"417","Sonneratia alba J. Smith","Heritiera globosa Kostermans",73.192453793852
"418","Sonneratia caeseolaris (L.) Engl.","Heritiera globosa Kostermans",73.192453793852
"419","sonneratia apetala Buch. - Ham","Heritiera globosa Kostermans",73.192453793852
"420","Sonneratia griffithi Kurz ","Heritiera globosa Kostermans",73.192453793852
"421","Heritiera globosa Kostermans","Heritiera globosa Kostermans",0
"422","Heritiera fomes Buch.-Ham","Heritiera globosa Kostermans",27.2017748268267
"423","Heritiera littoralis Dryand","Heritiera globosa Kostermans",27.2017748268267
"424","Xylocarpus granatum J. Konig","Heritiera globosa Kostermans",73.192453793852
"425","Xylocarpus mekongensis Pierre. ","Heritiera globosa Kostermans",73.192453793852
"426","Xylocarpus moluccensis (Lamk.)","Heritiera globosa Kostermans",73.192453793852
"427","Phoenix paludosa Roxb.","Heritiera globosa Kostermans",100
"428","Aegialitis rotundifolia Roxb.","Heritiera globosa Kostermans",73.192453793852
"429","Aegiceras corniculatum (L.) Blanco","Heritiera globosa Kostermans",73.192453793852
"430","Acrostichum aureum L.","Heritiera globosa Kostermans",100
"431","Bruguiera cylindrica (L.) Blume","Heritiera globosa Kostermans",73.192453793852
"432","Bruguiera gymnorrhiza (L.) Savigny","Heritiera globosa Kostermans",73.192453793852
"433","Bruguiera sexangula (Lour.) Poir.","Heritiera globosa Kostermans",73.192453793852
"434","Bruguiera parviflora","Heritiera globosa Kostermans",73.192453793852
"435","Ceriops decandra (Griff) Ding Hou","Heritiera globosa Kostermans",73.192453793852
"436","Ceriops tagal (Perr. C. B. Roby)","Heritiera globosa Kostermans",73.192453793852
"437","Kandelia candel Druce","Heritiera globosa Kostermans",73.192453793852
"438","Rhizophora apiculata Blume","Heritiera globosa Kostermans",73.192453793852
"439","Rhizophorata mucronata Lamk","Heritiera globosa Kostermans",73.192453793852
"440","Rhizophora annamalayana Kathiresan","Heritiera globosa Kostermans",73.192453793852
"441","Scyphiphora hydrophyllacea C. F. Gaertn","Heritiera globosa Kostermans",73.192453793852
"442","Brownlowia tersa (L.) Kosterm ","Heritiera globosa Kostermans",31.434545280429
"443","Acanthus ilicifolius Linnaeus","Heritiera fomes Buch.-Ham",73.192453793852
"444","Avicennia alba Blume","Heritiera fomes Buch.-Ham",73.192453793852
"445","Avicennia marina (Forsk.) Vierh","Heritiera fomes Buch.-Ham",73.192453793852
"446","Avicennia officinalis L.","Heritiera fomes Buch.-Ham",73.192453793852
"447","Nypa fruticans (Thunb.) Wurmb. ","Heritiera fomes Buch.-Ham",73.192453793852
"448","Lumnitzera racemosa Willd.","Heritiera fomes Buch.-Ham",73.192453793852
"449","Exocoecaria agallocha L.","Heritiera fomes Buch.-Ham",73.192453793852
"450","Cynometra ramiflora L.","Heritiera fomes Buch.-Ham",73.192453793852
"451","Sonneratia alba J. Smith","Heritiera fomes Buch.-Ham",73.192453793852
"452","Sonneratia caeseolaris (L.) Engl.","Heritiera fomes Buch.-Ham",73.192453793852
"453","sonneratia apetala Buch. - Ham","Heritiera fomes Buch.-Ham",73.192453793852
"454","Sonneratia griffithi Kurz ","Heritiera fomes Buch.-Ham",73.192453793852
"455","Heritiera globosa Kostermans","Heritiera fomes Buch.-Ham",27.2017748268267
"456","Heritiera fomes Buch.-Ham","Heritiera fomes Buch.-Ham",0
"457","Heritiera littoralis Dryand","Heritiera fomes Buch.-Ham",17.7402879305392
"458","Xylocarpus granatum J. Konig","Heritiera fomes Buch.-Ham",73.192453793852
"459","Xylocarpus mekongensis Pierre. ","Heritiera fomes Buch.-Ham",73.192453793852
"460","Xylocarpus moluccensis (Lamk.)","Heritiera fomes Buch.-Ham",73.192453793852
"461","Phoenix paludosa Roxb.","Heritiera fomes Buch.-Ham",100
"462","Aegialitis rotundifolia Roxb.","Heritiera fomes Buch.-Ham",73.192453793852
"463","Aegiceras corniculatum (L.) Blanco","Heritiera fomes Buch.-Ham",73.192453793852
"464","Acrostichum aureum L.","Heritiera fomes Buch.-Ham",100
"465","Bruguiera cylindrica (L.) Blume","Heritiera fomes Buch.-Ham",73.192453793852
"466","Bruguiera gymnorrhiza (L.) Savigny","Heritiera fomes Buch.-Ham",73.192453793852
"467","Bruguiera sexangula (Lour.) Poir.","Heritiera fomes Buch.-Ham",73.192453793852
"468","Bruguiera parviflora","Heritiera fomes Buch.-Ham",73.192453793852
"469","Ceriops decandra (Griff) Ding Hou","Heritiera fomes Buch.-Ham",73.192453793852
"470","Ceriops tagal (Perr. C. B. Roby)","Heritiera fomes Buch.-Ham",73.192453793852
"471","Kandelia candel Druce","Heritiera fomes Buch.-Ham",73.192453793852
"472","Rhizophora apiculata Blume","Heritiera fomes Buch.-Ham",73.192453793852
"473","Rhizophorata mucronata Lamk","Heritiera fomes Buch.-Ham",73.192453793852
"474","Rhizophora annamalayana Kathiresan","Heritiera fomes Buch.-Ham",73.192453793852
"475","Scyphiphora hydrophyllacea C. F. Gaertn","Heritiera fomes Buch.-Ham",73.192453793852
"476","Brownlowia tersa (L.) Kosterm ","Heritiera fomes Buch.-Ham",31.434545280429
"477","Acanthus ilicifolius Linnaeus","Heritiera littoralis Dryand",73.192453793852
"478","Avicennia alba Blume","Heritiera littoralis Dryand",73.192453793852
"479","Avicennia marina (Forsk.) Vierh","Heritiera littoralis Dryand",73.192453793852
"480","Avicennia officinalis L.","Heritiera littoralis Dryand",73.192453793852
"481","Nypa fruticans (Thunb.) Wurmb. ","Heritiera littoralis Dryand",73.192453793852
"482","Lumnitzera racemosa Willd.","Heritiera littoralis Dryand",73.192453793852
"483","Exocoecaria agallocha L.","Heritiera littoralis Dryand",73.192453793852
"484","Cynometra ramiflora L.","Heritiera littoralis Dryand",73.192453793852
"485","Sonneratia alba J. Smith","Heritiera littoralis Dryand",73.192453793852
"486","Sonneratia caeseolaris (L.) Engl.","Heritiera littoralis Dryand",73.192453793852
"487","sonneratia apetala Buch. - Ham","Heritiera littoralis Dryand",73.192453793852
"488","Sonneratia griffithi Kurz ","Heritiera littoralis Dryand",73.192453793852
"489","Heritiera globosa Kostermans","Heritiera littoralis Dryand",27.2017748268267
"490","Heritiera fomes Buch.-Ham","Heritiera littoralis Dryand",17.7402879305392
"491","Heritiera littoralis Dryand","Heritiera littoralis Dryand",0
"492","Xylocarpus granatum J. Konig","Heritiera littoralis Dryand",73.192453793852
"493","Xylocarpus mekongensis Pierre. ","Heritiera littoralis Dryand",73.192453793852
"494","Xylocarpus moluccensis (Lamk.)","Heritiera littoralis Dryand",73.192453793852
"495","Phoenix paludosa Roxb.","Heritiera littoralis Dryand",100
"496","Aegialitis rotundifolia Roxb.","Heritiera littoralis Dryand",73.192453793852
"497","Aegiceras corniculatum (L.) Blanco","Heritiera littoralis Dryand",73.192453793852
"498","Acrostichum aureum L.","Heritiera littoralis Dryand",100
"499","Bruguiera cylindrica (L.) Blume","Heritiera littoralis Dryand",73.192453793852
"500","Bruguiera gymnorrhiza (L.) Savigny","Heritiera littoralis Dryand",73.192453793852
"501","Bruguiera sexangula (Lour.) Poir.","Heritiera littoralis Dryand",73.192453793852
"502","Bruguiera parviflora","Heritiera littoralis Dryand",73.192453793852
"503","Ceriops decandra (Griff) Ding Hou","Heritiera littoralis Dryand",73.192453793852
"504","Ceriops tagal (Perr. C. B. Roby)","Heritiera littoralis Dryand",73.192453793852
"505","Kandelia candel Druce","Heritiera littoralis Dryand",73.192453793852
"506","Rhizophora apiculata Blume","Heritiera littoralis Dryand",73.192453793852
"507","Rhizophorata mucronata Lamk","Heritiera littoralis Dryand",73.192453793852
"508","Rhizophora annamalayana Kathiresan","Heritiera littoralis Dryand",73.192453793852
"509","Scyphiphora hydrophyllacea C. F. Gaertn","Heritiera littoralis Dryand",73.192453793852
"510","Brownlowia tersa (L.) Kosterm ","Heritiera littoralis Dryand",31.434545280429
"511","Acanthus ilicifolius Linnaeus","Xylocarpus granatum J. Konig",73.192453793852
"512","Avicennia alba Blume","Xylocarpus granatum J. Konig",73.192453793852
"513","Avicennia marina (Forsk.) Vierh","Xylocarpus granatum J. Konig",73.192453793852
"514","Avicennia officinalis L.","Xylocarpus granatum J. Konig",73.192453793852
"515","Nypa fruticans (Thunb.) Wurmb. ","Xylocarpus granatum J. Konig",73.192453793852
"516","Lumnitzera racemosa Willd.","Xylocarpus granatum J. Konig",53.0867941392409
"517","Exocoecaria agallocha L.","Xylocarpus granatum J. Konig",53.0867941392409
"518","Cynometra ramiflora L.","Xylocarpus granatum J. Konig",53.0867941392409
"519","Sonneratia alba J. Smith","Xylocarpus granatum J. Konig",73.192453793852
"520","Sonneratia caeseolaris (L.) Engl.","Xylocarpus granatum J. Konig",53.0867941392409
"521","sonneratia apetala Buch. - Ham","Xylocarpus granatum J. Konig",53.0867941392409
"522","Sonneratia griffithi Kurz ","Xylocarpus granatum J. Konig",53.0867941392409
"523","Heritiera globosa Kostermans","Xylocarpus granatum J. Konig",73.192453793852
"524","Heritiera fomes Buch.-Ham","Xylocarpus granatum J. Konig",73.192453793852
"525","Heritiera littoralis Dryand","Xylocarpus granatum J. Konig",73.192453793852
"526","Xylocarpus granatum J. Konig","Xylocarpus granatum J. Konig",0
"527","Xylocarpus mekongensis Pierre. ","Xylocarpus granatum J. Konig",17.7402879305392
"528","Xylocarpus moluccensis (Lamk.)","Xylocarpus granatum J. Konig",17.7402879305392
"529","Phoenix paludosa Roxb.","Xylocarpus granatum J. Konig",100
"530","Aegialitis rotundifolia Roxb.","Xylocarpus granatum J. Konig",73.192453793852
"531","Aegiceras corniculatum (L.) Blanco","Xylocarpus granatum J. Konig",73.192453793852
"532","Acrostichum aureum L.","Xylocarpus granatum J. Konig",100
"533","Bruguiera cylindrica (L.) Blume","Xylocarpus granatum J. Konig",53.0867941392409
"534","Bruguiera gymnorrhiza (L.) Savigny","Xylocarpus granatum J. Konig",53.0867941392409
"535","Bruguiera sexangula (Lour.) Poir.","Xylocarpus granatum J. Konig",53.0867941392409
"536","Bruguiera parviflora","Xylocarpus granatum J. Konig",53.0867941392409
"537","Ceriops decandra (Griff) Ding Hou","Xylocarpus granatum J. Konig",53.0867941392409
"538","Ceriops tagal (Perr. C. B. Roby)","Xylocarpus granatum J. Konig",53.0867941392409
"539","Kandelia candel Druce","Xylocarpus granatum J. Konig",53.0867941392409
"540","Rhizophora apiculata Blume","Xylocarpus granatum J. Konig",53.0867941392409
"541","Rhizophorata mucronata Lamk","Xylocarpus granatum J. Konig",53.0867941392409
"542","Rhizophora annamalayana Kathiresan","Xylocarpus granatum J. Konig",53.0867941392409
"543","Scyphiphora hydrophyllacea C. F. Gaertn","Xylocarpus granatum J. Konig",73.192453793852
"544","Brownlowia tersa (L.) Kosterm ","Xylocarpus granatum J. Konig",73.192453793852
"545","Acanthus ilicifolius Linnaeus","Xylocarpus mekongensis Pierre. ",73.192453793852
"546","Avicennia alba Blume","Xylocarpus mekongensis Pierre. ",73.192453793852
"547","Avicennia marina (Forsk.) Vierh","Xylocarpus mekongensis Pierre. ",73.192453793852
"548","Avicennia officinalis L.","Xylocarpus mekongensis Pierre. ",73.192453793852
"549","Nypa fruticans (Thunb.) Wurmb. ","Xylocarpus mekongensis Pierre. ",73.192453793852
"550","Lumnitzera racemosa Willd.","Xylocarpus mekongensis Pierre. ",53.0867941392409
"551","Exocoecaria agallocha L.","Xylocarpus mekongensis Pierre. ",53.0867941392409
"552","Cynometra ramiflora L.","Xylocarpus mekongensis Pierre. ",53.0867941392409
"553","Sonneratia alba J. Smith","Xylocarpus mekongensis Pierre. ",73.192453793852
"554","Sonneratia caeseolaris (L.) Engl.","Xylocarpus mekongensis Pierre. ",53.0867941392409
"555","sonneratia apetala Buch. - Ham","Xylocarpus mekongensis Pierre. ",53.0867941392409
"556","Sonneratia griffithi Kurz ","Xylocarpus mekongensis Pierre. ",53.0867941392409
"557","Heritiera globosa Kostermans","Xylocarpus mekongensis Pierre. ",73.192453793852
"558","Heritiera fomes Buch.-Ham","Xylocarpus mekongensis Pierre. ",73.192453793852
"559","Heritiera littoralis Dryand","Xylocarpus mekongensis Pierre. ",73.192453793852
"560","Xylocarpus granatum J. Konig","Xylocarpus mekongensis Pierre. ",17.7402879305392
"561","Xylocarpus mekongensis Pierre. ","Xylocarpus mekongensis Pierre. ",0
"562","Xylocarpus moluccensis (Lamk.)","Xylocarpus mekongensis Pierre. ",17.7402879305392
"563","Phoenix paludosa Roxb.","Xylocarpus mekongensis Pierre. ",100
"564","Aegialitis rotundifolia Roxb.","Xylocarpus mekongensis Pierre. ",73.192453793852
"565","Aegiceras corniculatum (L.) Blanco","Xylocarpus mekongensis Pierre. ",73.192453793852
"566","Acrostichum aureum L.","Xylocarpus mekongensis Pierre. ",100
"567","Bruguiera cylindrica (L.) Blume","Xylocarpus mekongensis Pierre. ",53.0867941392409
"568","Bruguiera gymnorrhiza (L.) Savigny","Xylocarpus mekongensis Pierre. ",53.0867941392409
"569","Bruguiera sexangula (Lour.) Poir.","Xylocarpus mekongensis Pierre. ",53.0867941392409
"570","Bruguiera parviflora","Xylocarpus mekongensis Pierre. ",53.0867941392409
"571","Ceriops decandra (Griff) Ding Hou","Xylocarpus mekongensis Pierre. ",53.0867941392409
"572","Ceriops tagal (Perr. C. B. Roby)","Xylocarpus mekongensis Pierre. ",53.0867941392409
"573","Kandelia candel Druce","Xylocarpus mekongensis Pierre. ",53.0867941392409
"574","Rhizophora apiculata Blume","Xylocarpus mekongensis Pierre. ",53.0867941392409
"575","Rhizophorata mucronata Lamk","Xylocarpus mekongensis Pierre. ",53.0867941392409
"576","Rhizophora annamalayana Kathiresan","Xylocarpus mekongensis Pierre. ",53.0867941392409
"577","Scyphiphora hydrophyllacea C. F. Gaertn","Xylocarpus mekongensis Pierre. ",73.192453793852
"578","Brownlowia tersa (L.) Kosterm ","Xylocarpus mekongensis Pierre. ",73.192453793852
"579","Acanthus ilicifolius Linnaeus","Xylocarpus moluccensis (Lamk.)",73.192453793852
"580","Avicennia alba Blume","Xylocarpus moluccensis (Lamk.)",73.192453793852
"581","Avicennia marina (Forsk.) Vierh","Xylocarpus moluccensis (Lamk.)",73.192453793852
"582","Avicennia officinalis L.","Xylocarpus moluccensis (Lamk.)",73.192453793852
"583","Nypa fruticans (Thunb.) Wurmb. ","Xylocarpus moluccensis (Lamk.)",73.192453793852
"584","Lumnitzera racemosa Willd.","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"585","Exocoecaria agallocha L.","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"586","Cynometra ramiflora L.","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"587","Sonneratia alba J. Smith","Xylocarpus moluccensis (Lamk.)",73.192453793852
"588","Sonneratia caeseolaris (L.) Engl.","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"589","sonneratia apetala Buch. - Ham","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"590","Sonneratia griffithi Kurz ","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"591","Heritiera globosa Kostermans","Xylocarpus moluccensis (Lamk.)",73.192453793852
"592","Heritiera fomes Buch.-Ham","Xylocarpus moluccensis (Lamk.)",73.192453793852
"593","Heritiera littoralis Dryand","Xylocarpus moluccensis (Lamk.)",73.192453793852
"594","Xylocarpus granatum J. Konig","Xylocarpus moluccensis (Lamk.)",17.7402879305392
"595","Xylocarpus mekongensis Pierre. ","Xylocarpus moluccensis (Lamk.)",17.7402879305392
"596","Xylocarpus moluccensis (Lamk.)","Xylocarpus moluccensis (Lamk.)",0
"597","Phoenix paludosa Roxb.","Xylocarpus moluccensis (Lamk.)",100
"598","Aegialitis rotundifolia Roxb.","Xylocarpus moluccensis (Lamk.)",73.192453793852
"599","Aegiceras corniculatum (L.) Blanco","Xylocarpus moluccensis (Lamk.)",73.192453793852
"600","Acrostichum aureum L.","Xylocarpus moluccensis (Lamk.)",100
"601","Bruguiera cylindrica (L.) Blume","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"602","Bruguiera gymnorrhiza (L.) Savigny","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"603","Bruguiera sexangula (Lour.) Poir.","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"604","Bruguiera parviflora","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"605","Ceriops decandra (Griff) Ding Hou","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"606","Ceriops tagal (Perr. C. B. Roby)","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"607","Kandelia candel Druce","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"608","Rhizophora apiculata Blume","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"609","Rhizophorata mucronata Lamk","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"610","Rhizophora annamalayana Kathiresan","Xylocarpus moluccensis (Lamk.)",53.0867941392409
"611","Scyphiphora hydrophyllacea C. F. Gaertn","Xylocarpus moluccensis (Lamk.)",73.192453793852
"612","Brownlowia tersa (L.) Kosterm ","Xylocarpus moluccensis (Lamk.)",73.192453793852
"613","Acanthus ilicifolius Linnaeus","Phoenix paludosa Roxb.",100
"614","Avicennia alba Blume","Phoenix paludosa Roxb.",100
"615","Avicennia marina (Forsk.) Vierh","Phoenix paludosa Roxb.",100
"616","Avicennia officinalis L.","Phoenix paludosa Roxb.",100
"617","Nypa fruticans (Thunb.) Wurmb. ","Phoenix paludosa Roxb.",79.894340345389
"618","Lumnitzera racemosa Willd.","Phoenix paludosa Roxb.",100
"619","Exocoecaria agallocha L.","Phoenix paludosa Roxb.",100
"620","Cynometra ramiflora L.","Phoenix paludosa Roxb.",100
"621","Sonneratia alba J. Smith","Phoenix paludosa Roxb.",100
"622","Sonneratia caeseolaris (L.) Engl.","Phoenix paludosa Roxb.",100
"623","sonneratia apetala Buch. - Ham","Phoenix paludosa Roxb.",100
"624","Sonneratia griffithi Kurz ","Phoenix paludosa Roxb.",100
"625","Heritiera globosa Kostermans","Phoenix paludosa Roxb.",100
"626","Heritiera fomes Buch.-Ham","Phoenix paludosa Roxb.",100
"627","Heritiera littoralis Dryand","Phoenix paludosa Roxb.",100
"628","Xylocarpus granatum J. Konig","Phoenix paludosa Roxb.",100
"629","Xylocarpus mekongensis Pierre. ","Phoenix paludosa Roxb.",100
"630","Xylocarpus moluccensis (Lamk.)","Phoenix paludosa Roxb.",100
"631","Phoenix paludosa Roxb.","Phoenix paludosa Roxb.",0
"632","Aegialitis rotundifolia Roxb.","Phoenix paludosa Roxb.",100
"633","Aegiceras corniculatum (L.) Blanco","Phoenix paludosa Roxb.",100
"634","Acrostichum aureum L.","Phoenix paludosa Roxb.",79.894340345389
"635","Bruguiera cylindrica (L.) Blume","Phoenix paludosa Roxb.",100
"636","Bruguiera gymnorrhiza (L.) Savigny","Phoenix paludosa Roxb.",100
"637","Bruguiera sexangula (Lour.) Poir.","Phoenix paludosa Roxb.",100
"638","Bruguiera parviflora","Phoenix paludosa Roxb.",100
"639","Ceriops decandra (Griff) Ding Hou","Phoenix paludosa Roxb.",100
"640","Ceriops tagal (Perr. C. B. Roby)","Phoenix paludosa Roxb.",100
"641","Kandelia candel Druce","Phoenix paludosa Roxb.",100
"642","Rhizophora apiculata Blume","Phoenix paludosa Roxb.",100
"643","Rhizophorata mucronata Lamk","Phoenix paludosa Roxb.",100
"644","Rhizophora annamalayana Kathiresan","Phoenix paludosa Roxb.",100
"645","Scyphiphora hydrophyllacea C. F. Gaertn","Phoenix paludosa Roxb.",100
"646","Brownlowia tersa (L.) Kosterm ","Phoenix paludosa Roxb.",100
"647","Acanthus ilicifolius Linnaeus","Aegialitis rotundifolia Roxb.",73.192453793852
"648","Avicennia alba Blume","Aegialitis rotundifolia Roxb.",73.192453793852
"649","Avicennia marina (Forsk.) Vierh","Aegialitis rotundifolia Roxb.",73.192453793852
"650","Avicennia officinalis L.","Aegialitis rotundifolia Roxb.",73.192453793852
