==================Summary==================
Number of Biclusters Generated : 60
Number of transactions : 22
Max memory : 2.2619781494140625 MB
Time taken : 417 ms
===========================================
"SaltMarsh_Suaeda maritima ,SaltMarsh_Tamarix dioica,SaltMarsh_Tamarix gallica,SaltMarsh_Tamarix troupii,True Mangrove_Xylocarpus mekongensis,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Phoenix paludosa,Mangrove Acanthus ilicifolius,True Mangrove Aglaia cuculata,Semi Mangrove Brownlowia tersa,True Manbrove Bruguiera sexangula,Mangrove AssociateCerbera odollam,Semi Mangrove Clerodendrum inerme,Mangrove Associate Crinum defixum,Mangrove Associate Cyperus exaltatus,Semi Mangrove Cynometra ramiflora,Mangrove Associate Derris trifoliata,Semi Mangrove Fimbristylis ferruginea,True Mangrove Heriatiera fomes,Semi Mangrove Intsia bijuga,True Mangrove Nypa fruticans,Mangrove Associate Myriostachya wightiana,Semi Mangrove Pentatropis capensis,Mangrove Associate Porteresia coarctata,True Mangrove Sonneratia apetala,Semi Mangrove Sarcolobus globosus,Semi Mangrove Scirpus littoralis,Ture Mangrove Sonneratia caseolaris","Phirkhali,Jhilla,Goashaba,Arbesi,Khatuajhuri,Harinbhaga"
"Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia alba,True Mangrove_Phoenix paludosa","Panchmukhani,Chamta,Chandkhali,Matla,NetidhoPani,Ajmalmari,Dhulibhasani,Bagmara,Gona,Mayadwip,Chottohardi,Chulkati,Thakuran,Saptamukhi,Murganga"
"True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Chamta,Chandkhali,Matla,NetidhoPani,Ajmalmari,Dhulibhasani"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda nudiflora,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,NetidhoPani,Ajmalmari,Dhulibhasani"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda maritima ,SaltMarsh_Suaeda nudiflora,SaltMarsh_Heliotrophium curassavicum,Mangrove Associates _Excoecaria agallocha,True Mangrove_Phoenix paludosa","Panchmukhani,NetidhoPani,Chottohardi,Thakuran,Saptamukhi,Phirkhali,Jhilla,Arbesi,Herobhanga"
"SaltMarsh_Suaeda maritima ,Mangrove Associates _Excoecaria agallocha,True Mangrove_Phoenix paludosa","Panchmukhani,Chamta,Chandkhali,Matla,NetidhoPani,Bagmara,Gona,Mayadwip,Chottohardi,Chulkati,Thakuran,Saptamukhi,Phirkhali,Jhilla,Goashaba,Arbesi,Khatuajhuri,Harinbhaga,Herobhanga"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda maritima ,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia alba,True Mangrove_Phoenix paludosa,True Mangrove_Bruguiera cylindrica,True Mangrove_Bruguiera parviflora,True Mangrove_Ceriops tagal,Ture Mangrove_Avicennia marina,True Mangrove_Sonneratia griffithii,True Mangrove_Aegialitis rotundifolia","Bagmara,Gona,Mayadwip,Chottohardi,Chulkati,Thakuran,Saptamukhi"
"SaltMarsh_Aeluropus lagopoides ,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Chamta,Matla,NetidhoPani,Ajmalmari,Dhulibhasani"
"SaltMarsh_Suaeda nudiflora,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Chandkhali,NetidhoPani,Ajmalmari,Dhulibhasani"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda nudiflora,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia alba,True Mangrove_Phoenix paludosa,True Mangrove_Bruguiera cylindrica,True Mangrove_Bruguiera parviflora,True Mangrove_Ceriops tagal,Ture Mangrove_Avicennia marina,True Mangrove_Sonneratia griffithii,True Mangrove_Aegialitis rotundifolia","Bagmara,Gona,Chottohardi,Chulkati,Thakuran,Saptamukhi,Murganga"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda maritima ,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Chamta,Matla,NetidhoPani"
"Mangrove Associates _Excoecaria agallocha,True Mangrove_Phoenix paludosa","Panchmukhani,Chamta,Chandkhali,Matla,NetidhoPani,Ajmalmari,Dhulibhasani,Bagmara,Gona,Mayadwip,Chottohardi,Chulkati,Thakuran,Saptamukhi,Murganga,Phirkhali,Jhilla,Goashaba,Arbesi,Khatuajhuri,Harinbhaga,Herobhanga"
"SaltMarsh_Suaeda maritima ,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Chamta,Chandkhali,Matla,NetidhoPani"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda nudiflora,True Mangrove_Xylocarpus mekongensis,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Phoenix paludosa","Panchmukhani,NetidhoPani,Ajmalmari,Dhulibhasani,Phirkhali,Jhilla,Arbesi,Khatuajhuri,Harinbhaga,Herobhanga"
"SaltMarsh_Suaeda maritima ,SaltMarsh_Tamarix dioica,SaltMarsh_Tamarix gallica,SaltMarsh_Tamarix troupii,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Chandkhali,Matla,NetidhoPani"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda nudiflora,SaltMarsh_Heliotrophium curassavicum,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia alba,True Mangrove_Phoenix paludosa","Panchmukhani,NetidhoPani,Ajmalmari,Chottohardi,Thakuran,Saptamukhi"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda maritima ,Mangrove Associates _Excoecaria agallocha,True Mangrove_Phoenix paludosa","Panchmukhani,Chamta,Matla,NetidhoPani,Bagmara,Gona,Mayadwip,Chottohardi,Chulkati,Thakuran,Saptamukhi,Phirkhali,Jhilla,Arbesi,Khatuajhuri,Harinbhaga,Herobhanga"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda maritima ,SaltMarsh_Tamarix dioica,SaltMarsh_Tamarix gallica,SaltMarsh_Tamarix troupii,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,Matla,NetidhoPani"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda maritima ,SaltMarsh_Suaeda nudiflora,True Mangrove_Xylocarpus mekongensis,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Phoenix paludosa,Mangrove Acanthus ilicifolius,True Mangrove Aglaia cuculata,Semi Mangrove Brownlowia tersa,True Manbrove Bruguiera sexangula,Mangrove AssociateCerbera odollam,Semi Mangrove Clerodendrum inerme,Mangrove Associate Crinum defixum,Mangrove Associate Cyperus exaltatus,Semi Mangrove Cynometra ramiflora,Mangrove Associate Derris trifoliata,Semi Mangrove Fimbristylis ferruginea,True Mangrove Heriatiera fomes,Semi Mangrove Intsia bijuga,True Mangrove Nypa fruticans,Mangrove Associate Myriostachya wightiana,Semi Mangrove Pentatropis capensis,Mangrove Associate Porteresia coarctata,True Mangrove Sonneratia apetala,Semi Mangrove Sarcolobus globosus,Semi Mangrove Scirpus littoralis,Ture Mangrove Sonneratia caseolaris","Phirkhali,Jhilla,Arbesi,Khatuajhuri,Harinbhaga,Herobhanga"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda nudiflora,Mangrove Associates _Excoecaria agallocha,True Mangrove_Phoenix paludosa","Panchmukhani,NetidhoPani,Ajmalmari,Dhulibhasani,Bagmara,Gona,Chottohardi,Chulkati,Thakuran,Saptamukhi,Murganga,Phirkhali,Jhilla,Arbesi,Khatuajhuri,Harinbhaga,Herobhanga"
"SaltMarsh_Aeluropus lagopoides ,SaltMarsh_Suaeda nudiflora,SaltMarsh_Heliotrophium curassavicum,True Mangrove_Raizophora apiculata,True Mangrove_Raizophora mucronata,True Mangrove_Kandelia candle,True Mangrove_Aegiceras corniculatum,True Mangrove_Xylocarpus mekongensis,True Mangrove_Xylocarpus granatum,Ture Mangrove_Bruguiera  gymnorhiza,Mangrove Associates _Excoecaria agallocha,True Mangrove_Avicennia officinalis,True Mangrove_Avicennia alba,True Mangrove_Ceriops decandra,True Mangrove_Phoenix paludosa,Mangrove  Associate _Finlaysonia  obovata,MangroveAssociate _Derris scandens,Semi Mangrove_Tylophora tenuis,Semi Mangrove_Sarcolobus globosus,Mangrove Associate_Acanthus volubilis","Panchmukhani,NetidhoPani,Ajmalmari"
